Age,Sex,Race,Marital status?,Education,Employement,Incomes,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?,Reading Speed
26,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Got the book some other way,No,No,313
25,Male,White,Never been married,College graduate,Employed part-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,No,No,311
25,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$10,000 to under $20,000",1,Yes,No,No,Purchased the book,No,No,308
24,Male,White,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",1,No,No,Yes,Purchased the book,Yes,Yes,315
24,Male,White,Never been married,High school graduate,Employed full-time,"9$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,231
23,Male,White,Married,High school graduate,Employed full-time,"$10,000 to under $20,000",1,Yes,Yes,No,Purchased the book,No,No,217
22,Female,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,"9$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,314
22,Male,White,Divorced,High school graduate,Employed full-time,"$100,000 to under $150,000",1,No,Yes,Don’t know,Got the book some other way,Yes,Yes,231
21,Male,White,Never been married,High school graduate,Not employed for pay,"$30,000 to under $40,000",1,Yes,No,No,Got the book some other way,No,No,228
19,Male,White,Never been married,High school graduate,Employed part-time,"$100,000 to under $150,000",1,Yes,No,No,Got the book some other way,No,Yes,282
18,Male,White,Never been married,High school graduate,Not employed for pay,"$50,000 to under $75,000",1,Don’t know,No,No,Borrowed the book from a library,No,No,274
17,Male,White,Never been married,High school incomplete,Not employed for pay,"$50,000 to under $75,000",1,Yes,No,No,Borrowed the book from a library,No,Yes,202
17,Female,White,Never been married,High school graduate,Not employed for pay,"$20,000 to under $30,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,No,270
16,Female,White,Never been married,High school incomplete,Not employed for pay,"$30,000 to under $40,000",1,Yes,No,No,Purchased the book,No,No,204
16,Female,White,Never been married,High school incomplete,Not employed for pay,"Less than $10,000",1,Yes,No,No,Borrowed the book from a library,No,No,200
16,Male,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",1,No,No,No,Got the book some other way,Yes,No,205
16,Female,White,Never been married,High school incomplete,Employed part-time,"9$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,194
16,Female,White,Never been married,High school incomplete,Not employed for pay,"$10,000 to under $20,000",1,Yes,No,No,Borrowed the book from a library,No,No,194
69,Male,Refused,Married,High school graduate,Retired,Refused,0,,,,,Yes,No,223
58,Male,Refused,Don’t know,None,Employed full-time,"Less than $10,000",0,,,,,No,No,199
72,Male,Other,Married,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,Yes,No,223
72,Female,Other,Divorced,None,Retired,"9$100,000 to under $150,000",0,,,,,No,No,201
67,Female,Other,Married,None,Not employed for pay,"Less than $10,000",0,,,,,No,No,211
61,Male,Other,Married,"Some college, no 4-year degree",Not employed for pay,"Less than $10,000",0,,,,,No,No,276
59,Female,Other,Divorced,"Some college, no 4-year degree",Not employed for pay,"9$100,000 to under $150,000",0,,,,,No,No,282
39,Male,Other,Living with a partner,High school graduate,Employed full-time,"$30,000 to under $40,000",0,,,,,Yes,Yes,223
28,Male,Other,Single,High school graduate,Employed full-time,"$100,000 to under $150,000",0,,,,,No,No,233
24,Male,Other,Never been married,"Some college, no 4-year degree",Employed part-time,"$30,000 to under $40,000",0,,,,,Yes,No,307
22,Male,Other,Married,High school graduate,Employed full-time,"$10,000 to under $20,000",0,,,,,No,Yes,224
17,Male,Other,Never been married,High school incomplete,Not employed for pay,"$40,000 to under $50,000",0,,,,,No,Yes,206
67,Male,Native American/American Indian,Divorced,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",0,,,,,No,No,278
58,Male,Native American/American Indian,Divorced,High school graduate,Disabled,"$10,000 to under $20,000",0,,,,,Yes,Yes,222
56,Male,Native American/American Indian,Single,High school graduate,Not employed for pay,"Less than $10,000",0,,,,,Yes,No,230
54,Female,Native American/American Indian,Divorced,"Some college, no 4-year degree",Employed full-time,"$20,000 to under $30,000",0,,,,,Yes,Yes,272
54,Male,Native American/American Indian,Divorced,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",0,,,,,No,No,276
26,Female,Native American/American Indian,Married,Don’t know,Not employed for pay,"$10,000 to under $20,000",0,,,,,Yes,Yes,197
19,Male,Native American/American Indian,Living with a partner,High school graduate,Not employed for pay,"$20,000 to under $30,000",0,,,,,No,No,276
70,Male,Mixed race,Married,High school incomplete,Retired,Refused,0,,,,,No,No,202
68,Female,Mixed race,Married,High school graduate,Retired,"9$100,000 to under $150,000",0,,,,,Yes,Yes,235
58,Female,Mixed race,Married,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",0,,,,,No,No,281
53,Female,Mixed race,Never been married,None,Employed part-time,"Less than $10,000",0,,,,,No,No,200
46,Male,Mixed race,Divorced,College graduate,Retired,"$20,000 to under $30,000",0,,,,,Yes,No,278
35,Male,Mixed race,Separated,High school graduate,Employed full-time,"$20,000 to under $30,000",0,,,,,Yes,No,223
30,Female,Mixed race,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",0,,,,,No,No,222
26,Female,Mixed race,Married,"Technical, trade or vocational school AFTER high school",Not employed for pay,"$30,000 to under $40,000",0,,,,,No,Yes,251
62,Female,Asian or Pacific Islander,Divorced,High school incomplete,Employed full-time,"$10,000 to under $20,000",0,,,,,No,No,202
54,Female,Asian or Pacific Islander,Married,Don’t know,Not employed for pay,Refused,0,,,,,No,No,195
32,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Employed full-time,"Less than $10,000",0,,,,,No,No,334
32,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Have own business/self-employed,"Less than $10,000",0,,,,,No,No,338
29,Female,Asian or Pacific Islander,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,Yes,283
27,Female,Asian or Pacific Islander,Married,High school graduate,Employed part-time,"$30,000 to under $40,000",0,,,,,No,No,225
23,Female,Asian or Pacific Islander,Married,High school graduate,Not employed for pay,"$20,000 to under $30,000",0,,,,,No,No,222
18,Male,Asian or Pacific Islander,Never been married,"Some college, no 4-year degree",Not employed for pay,Refused,0,,,,,No,No,276
85,Male,Black or African-American,Divorced,"Technical, trade or vocational school AFTER high school",Retired,"$20,000 to under $30,000",0,,,,,No,No,250
79,Female,Black or African-American,Married,"Technical, trade or vocational school AFTER high school",Retired,"$40,000 to under $50,000",0,,,,,Yes,Yes,257
75,Female,Black or African-American,Separated,None,Retired,"Less than $10,000",0,,,,,No,No,198
73,Female,Black or African-American,Single,"Some college, no 4-year degree",Retired,Refused,0,,,,,Yes,No,277
70,Male,Black or African-American,Married,High school incomplete,Disabled,"$10,000 to under $20,000",0,,,,,No,No,197
69,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",0,,,,,Yes,No,279
69,Male,Black or African-American,Married,High school incomplete,Disabled,"$10,000 to under $20,000",0,,,,,Yes,No,193
69,Male,Black or African-American,Widowed,High school graduate,Retired,"Less than $10,000",0,,,,,No,No,230
67,Male,Black or African-American,Married,High school graduate,Disabled,"$10,000 to under $20,000",0,,,,,Yes,No,222
67,Female,Black or African-American,Married,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,No,No,223
66,Female,Black or African-American,Never been married,High school graduate,Disabled,"Less than $10,000",0,,,,,Yes,No,233
66,Male,Black or African-American,Divorced,High school graduate,Retired,"$30,000 to under $40,000",0,,,,,Yes,No,223
66,Female,Black or African-American,Single,None,Not employed for pay,"9$100,000 to under $150,000",0,,,,,No,No,197
65,Female,Black or African-American,Widowed,High school graduate,Retired,"$10,000 to under $20,000",0,,,,,No,No,231
64,Male,Black or African-American,Married,High school graduate,Disabled,"9$100,000 to under $150,000",0,,,,,Yes,No,219
63,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,Refused,0,,,,,Yes,No,229
62,Female,Black or African-American,Separated,High school graduate,Not employed for pay,"9$100,000 to under $150,000",0,,,,,No,No,222
62,Male,Black or African-American,Widowed,High school incomplete,Not employed for pay,"$10,000 to under $20,000",0,,,,,Yes,No,201
60,Male,Black or African-American,Divorced,"Some college, no 4-year degree",Employed part-time,"9$100,000 to under $150,000",0,,,,,No,No,283
59,Female,Black or African-American,Divorced,College graduate,Employed full-time,"$100,000 to under $150,000",0,,,,,Yes,No,266
57,Female,Black or African-American,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No,222
56,Male,Black or African-American,Living with a partner,High school graduate,Retired,"Less than $10,000",0,,,,,Yes,Yes,222
56,Male,Black or African-American,Separated,None,Employed full-time,"$10,000 to under $20,000",0,,,,,No,Yes,202
55,Male,Black or African-American,Divorced,High school graduate,Employed full-time,"9$100,000 to under $150,000",0,,,,,Yes,No,222
54,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$10,000 to under $20,000",0,,,,,Yes,Yes,278
53,Male,Black or African-American,Married,None,Employed full-time,"$10,000 to under $20,000",0,,,,,No,No,199
52,Male,Black or African-American,Married,High school graduate,Employed full-time,"Less than $10,000",0,,,,,Yes,Yes,232
51,Female,Black or African-American,Divorced,High school incomplete,Not employed for pay,"Less than $10,000",0,,,,,No,No,204
51,Female,Black or African-American,Married,None,Employed part-time,"$30,000 to under $40,000",0,,,,,Yes,No,201
50,Female,Black or African-American,Single,College graduate,Employed part-time,"$30,000 to under $40,000",0,,,,,No,Yes,289
50,Female,Black or African-American,Never been married,None,Disabled,"Less than $10,000",0,,,,,No,No,198
50,Male,Black or African-American,Divorced,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",0,,,,,No,No,200
50,Male,Black or African-American,Married,None,Not employed for pay,"$10,000 to under $20,000",0,,,,,Yes,No,197
49,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,"Less than $10,000",0,,,,,Yes,Yes,230
48,Male,Black or African-American,Married,High school incomplete,Employed full-time,"$10,000 to under $20,000",0,,,,,No,No,198
47,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",0,,,,,Yes,No,273
46,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,Refused,0,,,,,Yes,No,281
46,Male,Black or African-American,Married,"Some college, no 4-year degree",Have own business/self-employed,"$100,000 to under $150,000",0,,,,,Yes,No,272
45,Female,Black or African-American,Married,High school graduate,Employed full-time,"$10,000 to under $20,000",0,,,,,No,No,226
44,Male,Black or African-American,Living with a partner,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,,Yes,No,218
42,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,"$10,000 to under $20,000",0,,,,,No,No,227
42,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",0,,,,,Yes,No,290
41,Male,Black or African-American,Separated,High school graduate,Other,"$10,000 to under $20,000",0,,,,,No,No,223
40,Female,Black or African-American,Living with a partner,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",0,,,,,Yes,Yes,267
39,Male,Black or African-American,Separated,High school graduate,Not employed for pay,"9$100,000 to under $150,000",0,,,,,No,No,233
35,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",0,,,,,Yes,Yes,286
34,Male,Black or African-American,Separated,None,Not employed for pay,"$20,000 to under $30,000",0,,,,,Yes,Yes,194
34,Male,Black or African-American,Living with a partner,None,Employed full-time,"$10,000 to under $20,000",0,,,,,Yes,Yes,198
34,Female,Black or African-American,Living with a partner,College graduate,Employed full-time,"$40,000 to under $50,000",0,,,,,Yes,Yes,275
33,Female,Black or African-American,Separated,High school graduate,Employed part-time,"Less than $10,000",0,,,,,No,No,213
32,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",0,,,,,No,No,292
